Airfoil_Code,M,P,T,CL,CD
1932,1,9,32,0.2148,0.01332
1933,1,9,33,0.2111,0.01379
1934,1,9,34,0.2205,0.0143
1935,1,9,35,0.232,0.01483
1936,1,9,36,0.239,0.01536
1937,1,9,37,0.2512,0.01588
1938,1,9,38,0.2548,0.01644
1939,1,9,39,0.2589,0.01703
2005,2,0,5,0.2085,0.00457
2006,2,0,6,0.2013,0.00471
2007,2,0,7,0.2274,0.00494
2008,2,0,8,0.2356,0.00528
2009,2,0,9,0.2236,0.00563
2010,2,0,10,0.2066,0.00588
2011,2,0,11,0.1879,0.00611
2012,2,0,12,0.2002,0.00638
2013,2,0,13,0.1875,0.00669
2014,2,0,14,0.1763,0.00703
2015,2,0,15,0.1796,0.00738
2016,2,0,16,0.1846,0.00774
2017,2,0,17,0.2119,0.0081
2018,2,0,18,0.196,0.00846
2019,2,0,19,0.1522,0.00882
2020,2,0,20,0.1622,0.00916
2021,2,0,21,0.1684,0.00949
2022,2,0,22,0.1564,0.00983
2023,2,0,23,0.1633,0.01018
2024,2,0,24,0.1649,0.01051
2025,2,0,25,0.1689,0.01085
2026,2,0,26,0.1646,0.01121
2027,2,0,27,0.1983,0.01159
2028,2,0,28,0.1878,0.01194
2029,2,0,29,0.1815,0.01228
2030,2,0,30,0.1841,0.01264
2031,2,0,31,0.1787,0.01301
2032,2,0,32,0.1847,0.0134
2033,2,0,33,0.1897,0.01387
2034,2,0,34,0.1924,0.0144
2035,2,0,35,0.1938,0.01486
2036,2,0,36,0.2027,0.01538
2037,2,0,37,0.207,0.01594
2038,2,0,38,0.2101,0.01653
2039,2,0,39,0.2116,0.01717
2105,2,1,5,0.1821,0.00921
2106,2,1,6,0.1943,0.00879
2107,2,1,7,0.1991,0.00882
2108,2,1,8,0.1937,0.00889
2109,2,1,9,0.1799,0.009
2110,2,1,10,0.1827,0.00915
2111,2,1,11,0.1843,0.0092
2112,2,1,12,0.1878,0.00739
2113,2,1,13,0.1875,0.00735
2114,2,1,14,0.2064,0.00752
2115,2,1,15,0.1912,0.00778
2116,2,1,16,0.1717,0.00806
2117,2,1,17,0.1654,0.00838
2118,2,1,18,0.1776,0.00868
2119,2,1,19,0.171,0.00897
2120,2,1,20,0.17,0.0093
2121,2,1,21,0.1732,0.00959
2122,2,1,22,0.1677,0.00991
2123,2,1,23,0.236,0.01025
2124,2,1,24,0.165,0.0106
2125,2,1,25,0.174,0.01091
2126,2,1,26,0.1696,0.01123
2127,2,1,27,0.1832,0.01157
2128,2,1,28,0.1792,0.01194
2129,2,1,29,0.1753,0.01232
2130,2,1,30,0.178,0.01272
2131,2,1,31,0.1863,0.01304
2132,2,1,32,0.1933,0.01343
2133,2,1,33,0.1955,0.01389
2134,2,1,34,0.1919,0.01438
2135,2,1,35,0.1986,0.0149
2136,2,1,36,0.2039,0.01546
2137,2,1,37,0.208,0.01604
2138,2,1,38,0.211,0.01665
2139,2,1,39,0.2135,0.01729
2205,2,2,5,0.2215,0.00457
2206,2,2,6,0.214,0.00474
2207,2,2,7,0.2503,0.005
2208,2,2,8,0.2064,0.00533
2209,2,2,9,0.2313,0.00565
2210,2,2,10,0.2157,0.00593
2211,2,2,11,0.2316,0.00622
2212,2,2,12,0.1939,0.00654
2213,2,2,13,0.1789,0.00688
2214,2,2,14,0.1854,0.00723
2215,2,2,15,0.178,0.00759
2216,2,2,16,0.1758,0.00793
2217,2,2,17,0.1728,0.00828
2218,2,2,18,0.1621,0.00861
2219,2,2,19,0.1667,0.00895
2220,2,2,20,0.1705,0.00928
2221,2,2,21,0.1732,0.00962
2222,2,2,22,0.1751,0.00994
2223,2,2,23,0.1778,0.01027
2224,2,2,24,0.1746,0.01063
2225,2,2,25,0.1735,0.01097
2226,2,2,26,0.1727,0.01131
2227,2,2,27,0.1602,0.01168
2228,2,2,28,0.1843,0.01203
2229,2,2,29,0.1656,0.01236
2230,2,2,30,0.2636,0.0127
2231,2,2,31,0.2382,0.0131
2232,2,2,32,0.178,0.01358
2233,2,2,33,0.1853,0.0141
2234,2,2,34,0.1913,0.01458
2235,2,2,35,0.2023,0.01509
2236,2,2,36,0.1942,0.01563
2237,2,2,37,0.1926,0.01621
2238,2,2,38,0.2024,0.01681
2239,2,2,39,0.2097,0.01744
2305,2,3,5,0.2202,0.00464
2306,2,3,6,0.2371,0.00474
2307,2,3,7,0.2446,0.00493
2308,2,3,8,0.2418,0.0052
2309,2,3,9,0.2573,0.00552
2310,2,3,10,0.2597,0.00581
2311,2,3,11,0.234,0.0061
2312,2,3,12,0.2517,0.00641
2313,2,3,13,0.1922,0.00677
2314,2,3,14,0.175,0.00714
2315,2,3,15,0.1932,0.00753
2316,2,3,16,0.189,0.00788
2317,2,3,17,0.1986,0.00824
2318,2,3,18,0.1887,0.00861
2319,2,3,19,0.1913,0.00895
2320,2,3,20,0.1947,0.00933
2321,2,3,21,0.1953,0.00964
2322,2,3,22,0.2019,0.00998
2323,2,3,23,0.1978,0.01034
2324,2,3,24,0.1972,0.01067
2325,2,3,25,0.1964,0.01101
2326,2,3,26,0.2,0.01136
2327,2,3,27,0.1952,0.01173
2328,2,3,28,0.1847,0.01205
2329,2,3,29,0.2133,0.01237
2330,2,3,30,0.2007,0.01272
2331,2,3,31,0.1959,0.01314
2332,2,3,32,0.1979,0.01363
2333,2,3,33,0.1968,0.01417
2334,2,3,34,0.2001,0.01468
2335,2,3,35,0.226,0.01519
2336,2,3,36,0.224,0.01574
2337,2,3,37,0.2277,0.01633
2338,2,3,38,0.2154,0.01694
2339,2,3,39,0.2289,0.01758
2405,2,4,5,0.2471,0.00476
2406,2,4,6,0.2474,0.00482
2407,2,4,7,0.2428,0.00494
2408,2,4,8,0.258,0.00513
2409,2,4,9,0.2565,0.00541
2410,2,4,10,0.2389,0.00568
2411,2,4,11,0.2453,0.00596
2412,2,4,12,0.2224,0.00631
2413,2,4,13,0.2081,0.00671
2414,2,4,14,0.2351,0.00711
2415,2,4,15,0.2434,0.00748
2416,2,4,16,0.2439,0.00788
2417,2,4,17,0.2275,0.00823
2418,2,4,18,0.2389,0.00859
2419,2,4,19,0.2104,0.00895
2420,2,4,20,0.216,0.00931
2421,2,4,21,0.2029,0.00964
2422,2,4,22,0.2076,0.00998
2423,2,4,23,0.2368,0.01033
2424,2,4,24,0.2419,0.01066
2425,2,4,25,0.2342,0.011
2426,2,4,26,0.2394,0.01135
2427,2,4,27,0.2174,0.01171
2428,2,4,28,0.2566,0.01209
2429,2,4,29,0.2165,0.01247
2430,2,4,30,0.2187,0.01287
2431,2,4,31,0.2189,0.01327
2432,2,4,32,0.2546,0.01367
2433,2,4,33,0.2515,0.01412
2434,2,4,34,0.2503,0.0146
2435,2,4,35,0.195,0.01511
2436,2,4,36,0.2133,0.01566
2437,2,4,37,0.2429,0.01622
2438,2,4,38,0.2514,0.01682
2439,2,4,39,0.2545,0.01745
2505,2,5,5,0.2727,0.00499
2506,2,5,6,0.2752,0.00501
2507,2,5,7,0.269,0.00507
2508,2,5,8,0.2846,0.00518
2509,2,5,9,0.2851,0.00538
2510,2,5,10,0.2699,0.00565
2511,2,5,11,0.2488,0.00605
2512,2,5,12,0.2705,0.00646
2513,2,5,13,0.28,0.00686
2514,2,5,14,0.2447,0.00724
2515,2,5,15,0.242,0.0076
2516,2,5,16,0.2698,0.00795
2517,2,5,17,0.2374,0.00828
2518,2,5,18,0.2345,0.00863
2519,2,5,19,0.2427,0.00894
2520,2,5,20,0.2325,0.00928
2521,2,5,21,0.2462,0.00962
2522,2,5,22,0.2386,0.00993
2523,2,5,23,0.2335,0.01026
2524,2,5,24,0.24,0.01061
2525,2,5,25,0.2317,0.01098
2526,2,5,26,0.2284,0.01132
2527,2,5,27,0.2543,0.01168
2528,2,5,28,0.2332,0.01201
2529,2,5,29,0.2315,0.01235
2530,2,5,30,0.2336,0.0127
2531,2,5,31,0.2462,0.01309
2532,2,5,32,0.248,0.01356
2533,2,5,33,0.2509,0.01405
2534,2,5,34,0.2545,0.01452
2535,2,5,35,0.2635,0.01504
2536,2,5,36,0.2133,0.01559
2537,2,5,37,0.2196,0.01615
2538,2,5,38,0.2323,0.01677
2539,2,5,39,0.2374,0.01741
2605,2,6,5,0.2934,0.00548
2606,2,6,6,0.293,0.0055
2607,2,6,7,0.3126,0.00548
2608,2,6,8,0.3275,0.0056
2609,2,6,9,0.3021,0.00597
2610,2,6,10,0.3168,0.00626
2611,2,6,11,0.3195,0.00651
2612,2,6,12,0.3099,0.00676
2613,2,6,13,0.2835,0.007
2614,2,6,14,0.2656,0.00726
2615,2,6,15,0.319,0.00751
2616,2,6,16,0.2871,0.00779
2617,2,6,17,0.2524,0.00808
2618,2,6,18,0.2591,0.00837
2619,2,6,19,0.258,0.00869
2620,2,6,20,0.2449,0.00902
2621,2,6,21,0.2508,0.00938
2622,2,6,22,0.252,0.00973
2623,2,6,23,0.2457,0.0101
2624,2,6,24,0.2537,0.01044
2625,2,6,25,0.2585,0.01081
2626,2,6,26,0.253,0.01116
2627,2,6,27,0.2502,0.0115
2628,2,6,28,0.261,0.01185
2629,2,6,29,0.2535,0.01223
2630,2,6,30,0.2511,0.01261
2631,2,6,31,0.2482,0.01303
2632,2,6,32,0.2449,0.0135
2633,2,6,33,0.2482,0.01401
2634,2,6,34,0.2584,0.01456
2635,2,6,35,0.2664,0.01512
2636,2,6,36,0.2985,0.01564
2637,2,6,37,0.2847,0.0162
2638,2,6,38,0.2899,0.01679
2639,2,6,39,0.2953,0.01742
2705,2,7,5,0.3097,0.00632
2706,2,7,6,0.3099,0.0067
2707,2,7,7,0.3409,0.00707
2708,2,7,8,0.3259,0.00718
2709,2,7,9,0.3383,0.00714
2710,2,7,10,0.3423,0.00715
2711,2,7,11,0.3661,0.00713
2712,2,7,12,0.3524,0.00712
2713,2,7,13,0.3277,0.00714
2714,2,7,14,0.3267,0.00722
2715,2,7,15,0.3104,0.00736
2716,2,7,16,0.2902,0.00754
2717,2,7,17,0.2849,0.0078
2718,2,7,18,0.3383,0.00816
2719,2,7,19,0.2763,0.00859
2720,2,7,20,0.2798,0.00901
2721,2,7,21,0.2735,0.00938
2722,2,7,22,0.2784,0.00976
2723,2,7,23,0.2829,0.01011
2724,2,7,24,0.2808,0.01049
2725,2,7,25,0.2772,0.01081
2726,2,7,26,0.2822,0.01116
2727,2,7,27,0.2787,0.0115
2728,2,7,28,0.2772,0.01187
2729,2,7,29,0.2814,0.0123
2730,2,7,30,0.2802,0.0128
2731,2,7,31,0.2784,0.01321
2732,2,7,32,0.2815,0.01368
2733,2,7,33,0.2807,0.0142
2734,2,7,34,0.2862,0.01469
2735,2,7,35,0.298,0.01519
2736,2,7,36,0.3047,0.01574
2737,2,7,37,0.3127,0.01634
2738,2,7,38,0.3427,0.01695
2739,2,7,39,0.3297,0.01751
2805,2,8,5,0.3765,0.00755
2806,2,8,6,0.384,0.00819
2807,2,8,7,0.3883,0.00867
2808,2,8,8,0.3962,0.00895
2809,2,8,9,0.3966,0.00902
2810,2,8,10,0.4005,0.00892
2811,2,8,11,0.421,0.00862
2812,2,8,12,0.4316,0.00827
2813,2,8,13,0.4101,0.00791
2814,2,8,14,0.4354,0.00776
2815,2,8,15,0.3811,0.00745
2816,2,8,16,0.3846,0.00744
2817,2,8,17,0.3766,0.00795
2818,2,8,18,0.3689,0.0084
2819,2,8,19,0.3512,0.00881
2820,2,8,20,0.3441,0.00916
2821,2,8,21,0.3406,0.00951
2822,2,8,22,0.3363,0.00988
2823,2,8,23,0.3458,0.01018
2824,2,8,24,0.3473,0.01051
2825,2,8,25,0.346,0.01088
2826,2,8,26,0.3503,0.01121
2827,2,8,27,0.352,0.01159
2828,2,8,28,0.3522,0.01201
2829,2,8,29,0.3516,0.01242
2830,2,8,30,0.3538,0.01282
2831,2,8,31,0.3524,0.01325
2832,2,8,32,0.3509,0.01371
2833,2,8,33,0.3502,0.0142
2834,2,8,34,0.3506,0.01468
2835,2,8,35,0.3425,0.01514
2836,2,8,36,0.3402,0.01565
2837,2,8,37,0.352,0.01619
2838,2,8,38,0.3838,0.01678
2839,2,8,39,0.3786,0.01741
2905,2,9,5,0.5351,0.00907
2906,2,9,6,0.5391,0.00932
2907,2,9,7,0.5492,0.00961
2908,2,9,8,0.5545,0.00998
2909,2,9,9,0.5573,0.01042
2910,2,9,10,0.5611,0.01064
2911,2,9,11,0.5664,0.01022
2912,2,9,12,0.5708,0.00953
2913,2,9,13,0.5761,0.00871
2914,2,9,14,0.5919,0.00748
2915,2,9,15,0.5649,0.00747
2916,2,9,16,0.548,0.00791
2917,2,9,17,0.5517,0.00831
2918,2,9,18,0.547,0.00868
2919,2,9,19,0.5439,0.00903
2920,2,9,20,0.5364,0.00937
2921,2,9,21,0.5057,0.00968
2922,2,9,22,0.4995,0.01003
2923,2,9,23,0.4982,0.01036
2924,2,9,24,0.496,0.01075
2925,2,9,25,0.4944,0.01108
2926,2,9,26,0.4907,0.01142
2927,2,9,27,0.4882,0.01179
2928,2,9,28,0.4822,0.01218
2929,2,9,29,0.4785,0.01256
2930,2,9,30,0.4947,0.01293
2931,2,9,31,0.4655,0.01334
2932,2,9,32,0.4606,0.01375
2933,2,9,33,0.4551,0.01419
2934,2,9,34,0.4507,0.01465
2935,2,9,35,0.4585,0.01514
2936,2,9,36,0.4855,0.01566
2937,2,9,37,0.4669,0.01621
2938,2,9,38,0.4817,0.01679
2939,2,9,39,0.4877,0.01741
3005,3,0,5,0.3033,0.00477
3006,3,0,6,0.3161,0.00496
3007,3,0,7,0.3289,0.0052
3008,3,0,8,0.3473,0.0055
3009,3,0,9,0.3645,0.00587
3010,3,0,10,0.3222,0.00622
3011,3,0,11,0.28,0.00646
3012,3,0,12,0.2816,0.00667
3013,3,0,13,0.3103,0.0069
3014,3,0,14,0.2776,0.00719
3015,3,0,15,0.2781,0.0075
3016,3,0,16,0.2375,0.00784
3017,3,0,17,0.2416,0.00818
3018,3,0,18,0.3121,0.00853
3019,3,0,19,0.2586,0.00888
3020,3,0,20,0.2469,0.00923
3021,3,0,21,0.2529,0.00958
3022,3,0,22,0.2607,0.00991
3023,3,0,23,0.2527,0.01027
3024,3,0,24,0.2601,0.01061
3025,3,0,25,0.2623,0.01096
3026,3,0,26,0.2577,0.01133
3027,3,0,27,0.2611,0.01167
3028,3,0,28,0.2634,0.01201
3029,3,0,29,0.2897,0.01237
3030,3,0,30,0.2687,0.01273
3031,3,0,31,0.2773,0.01315
3032,3,0,32,0.2844,0.01365
3033,3,0,33,0.2887,0.01409
3034,3,0,34,0.2608,0.01458
3035,3,0,35,0.2913,0.0151
3036,3,0,36,0.2991,0.01565
3037,3,0,37,0.304,0.01625
3038,3,0,38,0.307,0.01687
3039,3,0,39,0.282,0.0175
3105,3,1,5,-0.3851,49.31468
3106,3,1,6,-0.2101,0.61926
3107,3,1,7,-0.6516,0.17816
3108,3,1,8,-0.3372,0.00669
3109,3,1,9,-0.1473,0.06172
3110,3,1,10,0.2854,0.01252
3111,3,1,11,0.2816,0.01196
3112,3,1,12,0.2817,0.01171
3113,3,1,13,0.2707,0.01149
3114,3,1,14,0.2731,0.01143
3115,3,1,15,0.2736,0.01154
3116,3,1,16,0.3147,0.01155
3117,3,1,17,0.3216,0.01162
3118,3,1,18,0.2943,0.01173
3119,3,1,19,0.2978,0.01171
3120,3,1,20,0.3263,0.01016
3121,3,1,21,0.3105,0.01017
3122,3,1,22,0.3069,0.01037
3123,3,1,23,0.2747,0.01057
3124,3,1,24,0.2794,0.01084
3125,3,1,25,0.2941,0.01115
3126,3,1,26,0.2738,0.01148
3127,3,1,27,0.2727,0.0118
3128,3,1,28,0.269,0.01209
3129,3,1,29,0.3225,0.01241
3130,3,1,30,0.281,0.01279
3131,3,1,31,0.2856,0.01325
3132,3,1,32,0.2915,0.0137
3133,3,1,33,0.3002,0.01415
3134,3,1,34,0.307,0.01464
3135,3,1,35,0.3117,0.01517
3136,3,1,36,0.3162,0.01573
3137,3,1,37,0.3128,0.01631
3138,3,1,38,0.3215,0.01694
3139,3,1,39,0.3305,0.01759
3205,3,2,5,0.2996,0.00773
3206,3,2,6,0.3059,0.00784
3207,3,2,7,0.312,0.0081
3208,3,2,8,0.3094,0.00831
3209,3,2,9,0.2984,0.00849
3210,3,2,10,0.2822,0.00756
3211,3,2,11,0.2854,0.00733
3212,3,2,12,0.3095,0.0074
3213,3,2,13,0.2923,0.00758
3214,3,2,14,0.285,0.00786
3215,3,2,15,0.2809,0.00813
3216,3,2,16,0.2793,0.00843
3217,3,2,17,0.2874,0.00871
3218,3,2,18,0.2916,0.00902
3219,3,2,19,0.2923,0.00935
3220,3,2,20,0.3187,0.00965
3221,3,2,21,0.3146,0.00994
3222,3,2,22,0.3128,0.01027
3223,3,2,23,0.3193,0.01057
3224,3,2,24,0.3085,0.01089
3225,3,2,25,0.3105,0.01123
3226,3,2,26,0.2876,0.01155
3227,3,2,27,0.2927,0.01184
3228,3,2,28,0.2839,0.01217
3229,3,2,29,0.2832,0.01257
3230,3,2,30,0.2827,0.01301
3231,3,2,31,0.2832,0.01344
3232,3,2,32,0.2826,0.01391
3233,3,2,33,0.2874,0.01441
3234,3,2,34,0.3605,0.01496
3235,3,2,35,0.3282,0.01554
3236,3,2,36,0.3274,0.01616
3237,3,2,37,0.3213,0.01676
3238,3,2,38,0.3303,0.01737
3239,3,2,39,0.338,0.01804
3305,3,3,5,0.3234,0.00474
3306,3,3,6,0.3273,0.00494
3307,3,3,7,0.3531,0.00519
3308,3,3,8,0.3643,0.00546
3309,3,3,9,0.3563,0.00577
3310,3,3,10,0.3183,0.00609
3311,3,3,11,0.3465,0.00641
3312,3,3,12,0.3129,0.00673
3313,3,3,13,0.3124,0.00709
3314,3,3,14,0.3015,0.00747
3315,3,3,15,0.2939,0.00785
3316,3,3,16,0.3019,0.00824
3317,3,3,17,0.3138,0.0086
3318,3,3,18,0.3158,0.00894
3319,3,3,19,0.2974,0.00928
3320,3,3,20,0.324,0.00962
3321,3,3,21,0.312,0.00997
3322,3,3,22,0.3122,0.0103
3323,3,3,23,0.2943,0.01062
3324,3,3,24,0.3113,0.01095
3325,3,3,25,0.3158,0.01127
3326,3,3,26,0.3114,0.01161
3327,3,3,27,0.2993,0.01193
3328,3,3,28,0.2982,0.01231
3329,3,3,29,0.2938,0.01275
3330,3,3,30,0.3134,0.01315
3331,3,3,31,0.3125,0.0136
3332,3,3,32,0.3119,0.01409
3333,3,3,33,0.304,0.01461
3334,3,3,34,0.3143,0.01518
3335,3,3,35,0.3179,0.01575
3336,3,3,36,0.3589,0.01637
3337,3,3,37,0.3276,0.01698
3338,3,3,38,0.35,0.0176
3339,3,3,39,0.3542,0.01828
3405,3,4,5,0.354,0.00483
3406,3,4,6,0.3537,0.00496
3407,3,4,7,0.3643,0.00512
3408,3,4,8,0.3786,0.00533
3409,3,4,9,0.4014,0.00556
3410,3,4,10,0.3503,0.00584
3411,3,4,11,0.3406,0.00615
3412,3,4,12,0.3369,0.00652
3413,3,4,13,0.3248,0.00695
3414,3,4,14,0.3563,0.00737
3415,3,4,15,0.3226,0.0078
3416,3,4,16,0.3253,0.00817
3417,3,4,17,0.3575,0.00854
3418,3,4,18,0.3291,0.0089
3419,3,4,19,0.336,0.00926
3420,3,4,20,0.3373,0.00963
3421,3,4,21,0.3251,0.01
3422,3,4,22,0.3289,0.01034
3423,3,4,23,0.3426,0.01069
3424,3,4,24,0.3288,0.01103
3425,3,4,25,0.3301,0.01138
3426,3,4,26,0.3228,0.01175
3427,3,4,27,0.337,0.01213
3428,3,4,28,0.3405,0.01247
3429,3,4,29,0.339,0.01281
3430,3,4,30,0.3545,0.01321
3431,3,4,31,0.3212,0.01365
3432,3,4,32,0.3224,0.01412
3433,3,4,33,0.3439,0.01463
3434,3,4,34,0.3582,0.01515
3435,3,4,35,0.3634,0.01571
3436,3,4,36,0.3691,0.01629
3437,3,4,37,0.3831,0.01689
3438,3,4,38,0.3878,0.01752
3439,3,4,39,0.4054,0.01814
3505,3,5,5,0.3916,0.00514
3506,3,5,6,0.3926,0.00524
3507,3,5,7,0.3971,0.00527
3508,3,5,8,0.4077,0.00539
3509,3,5,9,0.4134,0.00554
3510,3,5,10,0.3947,0.00596
3511,3,5,11,0.4032,0.00648
3512,3,5,12,0.4177,0.00689
3513,3,5,13,0.4244,0.00727
3514,3,5,14,0.3663,0.00761
3515,3,5,15,0.4187,0.00793
3516,3,5,16,0.3628,0.00826
3517,3,5,17,0.3904,0.00857
3518,3,5,18,0.3653,0.00891
3519,3,5,19,0.3827,0.00921
3520,3,5,20,0.3571,0.00952
3521,3,5,21,0.3589,0.00987
3522,3,5,22,0.3795,0.01015
3523,3,5,23,0.3696,0.01048
3524,3,5,24,0.3646,0.01083
3525,3,5,25,0.3653,0.01119
3526,3,5,26,0.3616,0.0115
3527,3,5,27,0.3691,0.01182
3528,3,5,28,0.3635,0.01216
3529,3,5,29,0.3612,0.01252
3530,3,5,30,0.3739,0.01289
3531,3,5,31,0.3678,0.01335
3532,3,5,32,0.3662,0.01386
3533,3,5,33,0.3806,0.01438
3534,3,5,34,0.383,0.01486
3535,3,5,35,0.3874,0.0154
3536,3,5,36,0.3927,0.01597
3537,3,5,37,0.3985,0.01657
3538,3,5,38,0.4043,0.01721
3539,3,5,39,0.4286,0.01788
3605,3,6,5,0.4543,0.00601
3606,3,6,6,0.4573,0.00597
3607,3,6,7,0.45,0.00598
3608,3,6,8,0.4906,0.00648
3609,3,6,9,0.4812,0.00671
3610,3,6,10,0.4787,0.0069
3611,3,6,11,0.4793,0.00708
3612,3,6,12,0.4822,0.00727
3613,3,6,13,0.4812,0.00744
3614,3,6,14,0.4788,0.00763
3615,3,6,15,0.473,0.00783
3616,3,6,16,0.3948,0.00804
3617,3,6,17,0.3987,0.00827
3618,3,6,18,0.3674,0.00852
3619,3,6,19,0.4061,0.0088
3620,3,6,20,0.389,0.00911
3621,3,6,21,0.3927,0.00941
3622,3,6,22,0.3953,0.00972
3623,3,6,23,0.3949,0.01008
3624,3,6,24,0.3913,0.01046
3625,3,6,25,0.3916,0.0108
3626,3,6,26,0.3982,0.01114
3627,3,6,27,0.4004,0.01158
3628,3,6,28,0.3979,0.01195
3629,3,6,29,0.401,0.0124
3630,3,6,30,0.3998,0.01293
3631,3,6,31,0.4036,0.01338
3632,3,6,32,0.4033,0.0139
3633,3,6,33,0.4085,0.01449
3634,3,6,34,0.4039,0.01498
3635,3,6,35,0.4069,0.01554
3636,3,6,36,0.4135,0.01615
3637,3,6,37,0.4371,0.01676
3638,3,6,38,0.4476,0.01739
3639,3,6,39,0.4497,0.01805
3705,3,7,5,0.4771,0.00864
3706,3,7,6,0.4817,0.00893
3707,3,7,7,0.5017,0.00906
3708,3,7,8,0.5316,0.00897
3709,3,7,9,0.513,0.00899
3710,3,7,10,0.5051,0.00886
3711,3,7,11,0.5111,0.00861
3712,3,7,12,0.5218,0.00854
3713,3,7,13,0.5023,0.0083
3714,3,7,14,0.5006,0.00821
3715,3,7,15,0.5131,0.00819
3716,3,7,16,0.4815,0.00818
3717,3,7,17,0.4644,0.00822
3718,3,7,18,0.4568,0.0083
3719,3,7,19,0.4943,0.00848
3720,3,7,20,0.4451,0.00882
3721,3,7,21,0.4328,0.00928
3722,3,7,22,0.441,0.00973
3723,3,7,23,0.4326,0.01015
3724,3,7,24,0.448,0.01052
3725,3,7,25,0.4477,0.01097
3726,3,7,26,0.4516,0.01136
3727,3,7,27,0.4489,0.01181
3728,3,7,28,0.4475,0.01231
3729,3,7,29,0.4497,0.0128
3730,3,7,30,0.4552,0.01323
3731,3,7,31,0.4568,0.01373
3732,3,7,32,0.4526,0.01425
3733,3,7,33,0.4531,0.0147
3734,3,7,34,0.4533,0.01524
3735,3,7,35,0.4565,0.01583
3736,3,7,36,0.4558,0.01635
3737,3,7,37,0.4539,0.0169
3738,3,7,38,0.4786,0.01752
3739,3,7,39,0.4694,0.01818
3805,3,8,5,0.5847,0.01103
3806,3,8,6,0.5971,0.01164
3807,3,8,7,0.6039,0.01208
3808,3,8,8,0.6112,0.01236
3809,3,8,9,0.6115,0.0125
3810,3,8,10,0.6174,0.01247
3811,3,8,11,0.6173,0.01219
3812,3,8,12,0.6656,0.0118
3813,3,8,13,0.6428,0.01136
3814,3,8,14,0.6457,0.01087
3815,3,8,15,0.6317,0.01035
3816,3,8,16,0.6097,0.01019
3817,3,8,17,0.5877,0.00918
3818,3,8,18,0.6063,0.00839
3819,3,8,19,0.5729,0.00884
3820,3,8,20,0.5777,0.00931
3821,3,8,21,0.5511,0.00975
3822,3,8,22,0.5495,0.01018
3823,3,8,23,0.5589,0.01062
3824,3,8,24,0.5528,0.01102
3825,3,8,25,0.5546,0.01146
3826,3,8,26,0.5583,0.01186
3827,3,8,27,0.5624,0.01226
3828,3,8,28,0.5683,0.01267
3829,3,8,29,0.5744,0.01311
3830,3,8,30,0.5743,0.01354
3831,3,8,31,0.5722,0.01398
3832,3,8,32,0.5692,0.01446
3833,3,8,33,0.5673,0.01487
3834,3,8,34,0.5653,0.01534
3835,3,8,35,0.555,0.01583
3836,3,8,36,0.5522,0.01636
3837,3,8,37,0.549,0.01691
3838,3,8,38,0.5452,0.01752
3839,3,8,39,0.554,0.01804
3905,3,9,5,0.8718,0.00405
3906,3,9,6,0.8584,0.01427
3907,3,9,7,0.8681,0.01456
3908,3,9,8,0.858,0.01488
3909,3,9,9,0.8675,0.0153
3910,3,9,10,0.8688,0.01563
3911,3,9,11,0.8858,0.01559
3912,3,9,12,0.8897,0.0146
3913,3,9,13,0.8931,0.01324
3914,3,9,14,0.8834,0.01205
3915,3,9,15,0.9546,0.01031
3916,3,9,16,0.948,0.00921
3917,3,9,17,0.8488,0.00932
3918,3,9,18,0.8369,0.00964
3919,3,9,19,0.838,0.00999
3920,3,9,20,0.8222,0.01031
3921,3,9,21,0.8235,0.01062
3922,3,9,22,0.808,0.01095
3923,3,9,23,0.7822,0.01131
3924,3,9,24,0.7781,0.01161
3925,3,9,25,0.7737,0.01194
3926,3,9,26,0.7675,0.0123
3927,3,9,27,0.7609,0.01261
3928,3,9,28,0.7553,0.01296
3929,3,9,29,0.7487,0.01334
3930,3,9,30,0.7412,0.01374
3931,3,9,31,0.7322,0.01413
3932,3,9,32,0.726,0.01453
3933,3,9,33,0.7174,0.01495
